data/department,data/season/0,data/occasion/0,data/categories/0,data/categories/1,data/categories/2,data/categories/3,data/categories/4,data/physical IDs/0,data/physical IDs/1,data/physical IDs/2,data/physical IDs/3,data/physical IDs/4,data/curation date,data/description,data/categories/5,data/physical IDs/5,data/season/1,data/occasion/1,data/occasion/2,data/season/2,data/season/3,data/occasion/3,data/categories/6,data/physical IDs/6,data/occasion/4,data/occasion/5,data/occasion/6,data/categories/7,data/physical IDs/7
Mens,winter,semi-formal,Shirts,Jeans,Suits & Sport Coats,Jackets & Coats,Belts,41W2pZSOQnL,31HNR46szeL,41Zr2bTQM5L,31xzLfa6W8L,21OqoR9jeCL,2019-08-03,"This complete Mens Shirts, Suits & Sport Coats, Pants, Shoes, Belts, Sunglasses, Watches collection equips him for sharp style any day of the week. From crisp professional looks to weekend wear, these are high-quality wardrobe basics made to mix and match. The tailored fits and non-wrinkling fabrics keep him looking polished from the office to evenings out. The shoes and accessories provide the finishing touch.",Watches,41ngaX2cxUL,fall,formal,business-attire,,,,"Ties, Cummerbunds & Pocket Squares",41Hv0zWAvIL,,,,,
Mens,winter,work-casual,Jeans,Shirts,Suits & Sport Coats,Shoes,Belts,41QXguSDsWL,41RG93hm18L,41zSDUx01tL,41DflxRRBVL,31-qRBWFXnL,2019-08-07,"Hit the gym or trails in style with these activewear staples for men. The moisture-wicking shirts keep him cool and dry, while the versatile shorts allow a full range of motion. Stable trail shoes grip the ground during rugged runs or hikes. Breathable jackets fight wind and rain. Sleek sports watches and polarized sunglasses complete the high-performance look.",Watches,51BFX-w0aHL,fall,semi-formal,nightout,,,,,,,,,,
Mens,winter,casual-event,Shirts,Suits & Sport Coats,Pants,Jackets & Coats,Shoes,51jLtETSLPL,41K5bpURwkL,31JVCbCdMGL,41szxSd+KLL,31cGVJePBOL,2019-08-09,"This classic combination of Mens Jeans, Shirts, Belts, Shoes, Watches, Jackets & Coats brings together timeless wardrobe essentials that work for casual and dressy looks. The jeans come in multiple washes to match any outfit. From Oxfords to sneakers, the shoes offer miles of comfort and style. Details like buckled belts, stylish watches, and light outerwear finish each look.",Belts,41bhC5NDcNL,fall,work,work-casual,,,business-attire,Watches,41zFJMdTS+L,semi-formal,,,,
Mens,fall,work-casual,Shirts,Pants,Belts,Shoes,Jackets & Coats,41FLj+1clGL,41qZBYC7yTL,41lrhBuTbKL,41fxW5LqXvL,41zH+W18uSL,2019-08-17,"Make waves in these effortlessly laidback staples for men. The functional swim trunks come in an array of colors and designs fit for the beach or poolside. Breathable shirts provide protection from the sun, while slip-on shoes easily transition from water to street. Keep valuables safe in a stylish wallet. Complete the seasonal look with durable sunglasses.",Watches,51pAkD1mZLL,,resort,,,,,,,,,,,
Mens,winter,casual,Pants,Shirts,Shoes,Jackets & Coats,Wallets,418d7rEItXL,4100QT35IPL,31Ut0Q2CldL,41mGsdQ3swL,51nW1Dng7bL,2019-08-29,"Look sharp for work and special occasions with this collection of Mens Pants, Suits & Sport Coats, Shirts, Ties, Cummerbunds & Pocket Squares, Shoes. Offering a polished, tailored look, these pieces mix and match for versatility. The wrinkle-free shirts and creased pants maintain their shape all day. Careful tailoring flatters the silhouette. Quality craftsmanship ensures durability and long-lasting wear.",Sunglasses,31cYwBVerAL,fall,swimwear,,,,,,,,,,,
Mens,fall,casual-event,Jeans,Shirts,Shoes,Jackets & Coats,Watches,41oHlV-ZkdL,51AqtSIWVzL,31v8ouKPb0L,41scCpvr8mL,517-xE0IU-L,2019-08-30,"Pull together a polished everyday look with these wardrobe basics: Mens Pants, Shirts, Jackets & Coats, Shoes. Perfect for work and weekends alike, the tailored pants and shirts resist wrinkles and stains. The shoes deliver mile after mile of cushioned comfort. Light layers like unstructured jackets and coats provide protection from the elements.",Wallets,51VmloEd49L,winter,swimwear,,,,,,,,,,,
Mens,summer,resort,Shirts,Shorts,Shoes,Sunglasses,Watches,41nlJUPAUuL,41GqZ5QdbVL,41lE2mEd3WL,31c5CP8H2cL,41xXWUzW9sL,2019-09-08,"This selection of Mens Pants, Jackets & Coats, Shirts, Shoes, Belts brings together versatile essentials for both casual everyday wear and dressier looks. The pants come in multiple colors, fits, and fabrics like wrinkle-free and moisture-wicking. The tailored shirts offer a flattering slim fit. Belts, shoes, and light outer layers polish off the outfits. ",,,,casual,,,,,,,,,,,
Mens,summer,resort,Swim,Shirts,Shoes,Sunglasses,Watches,61u7JQtoFrL,41+w424VxtL,41b9MEC7eAL,31JiKlJSJHL,51dpcZtCwUL,2019-09-08,"Make a dapper impression in this dashing collection of Mens Suits & Sport Coats, Jackets & Coats, Shirts, Shoes, Ties, Cummerbunds & Pocket Squares. Handsomely tailored pieces make mixing and matching effortless for both formal and professional occasions. The non-wrinkling shirts and tailored pants maintain their crisp shape all day or night. Sophisticated accessories provide the finishing touch.",,,,swimwear,,,,,,,,,,,
Mens,summer,resort,Suits & Sport Coats,Pants,Shirts,Shoes,Belts,51I2i3lO0kL,31x9CVIbu9L,31k7Co-unjL,41AciRosAtL,51EP8PWuNOL,2019-09-08,"Pull together polished looks for work and weekends with versatile essentials like these Mens Pants, Jackets & Coats, Shirts, Belts, Shoes. The pants come in multiple colors and wrinkle-free fabrics to stay creased all day. Breathable, quick-drying shirts resist stains. Cushioned shoes, stylish belts, and light layers provide comfort and protection.",Watches,51n2rAl4B-L,,nightout,,,,,,,,,,,
Mens,spring,casual-event,Pants,Suits & Sport Coats,Shirts,Shoes,Belts,31dHTW31PJL,51nhc7vLnbL,41P9UkHFXgL,31baYouhyBL,41e3HqKh-vL,2019-09-11,"This selection of Mens Pants, Jackets & Coats, Shirts, Shoes contains key pieces for versatile style. From casual days to dressier looks, these wardrobe basics have him covered. The pants come in multiple fits like athletic, slim, and relaxed. The shirts pair perfectly with jeans or suits.",Watches,41J2vOAwGQL,summer,resort,nightout,,,,,,,,,,
Mens,summer,resort,Shirts,Swim,Shoes,Sunglasses,Watches,51Lc23M8dEL,41cxn+LrG2L,41s7DUpyijL,31i7u5tnWYL,51XEoRC-+oL,2019-09-11,"Cool mens summer outfit with shirts, shorts, shoes and shades. Perfect for a day outdoors.",,,,swimwear,casual,,,,,,,,,,
Mens,spring,swimwear,Swim,Shirts,Shoes,Sunglasses,Watches,51f1ieyM6xL,41o2GohDT2L,41BO-ab5ZTL,31iTsvHk4OL,41wkW4-ztZL,2019-09-15,"Dapper mens formal and business attire including pants, shirts, ties, suits, belts and shoes.",,,summer,casual,resort,,,,,,,,,,
Mens,spring,casual-event,Shoes,Shorts,Watches,Shirts,Sunglasses,31zEPczi42L,31hekYfavQL,41RG8tsN32L,41POSutRi+L,31TuHCoMdKL,2019-09-22,"Casual mens jeans, shirts, shoes, watches and wallets. Great everyday menswear essentials.  ",,,summer,resort,casual,,,,,,,,,,
Mens,spring,resort,Shirts,Suits & Sport Coats,Pants,Shoes,Belts,31KE4gUTGpL,41J5C1-qbOL,31-VIMBhdzL,31WOpFfjJJL,41U2D1res5L,2019-09-22,"Smart mens shirts, pants, ties, belts and shoes. Timeless business and formalwear staples.",Sunglasses,31zIN+SoeGL,summer,semi-formal,,,,,Watches,41Dw9uxl7JL,,,,,
Mens,spring,activewear,Active Shorts,Shirts,Shoes,Jackets & Coats,Watches,316awFhGW9L,31-FXhKIN+L,31y8cCWVXxL,51j2DPnaPSL,41TcaEx1qnL,2019-09-24,"Stylish mens shirts, pants, jackets, ties and watches. Versatile mix of business and casualwear. ",Sunglasses,311W+VNx90L,summer,casual,,fall,,,,,,,,,
Mens,winter,casual-event,Jeans,Shirts,Belts,Shoes,Watches,41bxanCgmLL,41lBwXaQJ4L,41ETxOHcY4L,312ULNQ2ujL,41oJokYUg5L,2019-10-05,"Trendy mens jeans, shirts, shoes, jackets and watches. Contemporary casualwear for modern men.",Jackets & Coats,41Vt3tOh6DL,fall,work,work-casual,,,business-attire,,,,,,,
Mens,spring,swimwear,Swim,Shirts,Shoes,Wallets,Sunglasses,41vySuYbNIL,31ApVhHQ4WL,31Phyqve9OL,61ndJ-jYSuL,31cVcn1d4XL,2019-11-03,"Refined mens shirts, pants, shoes and suits. Sophisticated business and formal attire.",,,summer,casual,,,,,,,,,,,
Mens,fall,casual-event,Pants,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Shoes,31dfBBop3KL,4185bZt7ovL,318MBK+vTwL,41rnIDSbD+L,312HWhZy53L,2019-11-19,"Dignified mens suits, shirts, pants, ties and shoes. Timeless formalwear for special occasions.",,,,work-casual,work,,,semi-formal,,,,,,,
Mens,fall,semi-formal,Pants,Shirts,Jackets & Coats,Shoes,,41TNAzVF-OL,51qEWcg4bLL,41GSyMVSiWL,31jYeAnZG7L,,2019-11-19,"Smart casual mens jeans, shirts, suits, shoes and ties. Relaxed business style.",,,,work,business-attire,,,nightout,,,,,,,
Mens,winter,casual-event,Pants,Jackets & Coats,Shirts,Shoes,Belts,41cCIE89xrL,41ansXo2sSL,51-pWMQzqyL,31VKZOuarJL,31a7sK-GoOL,2019-11-20,"Sleek mens suits, shirts, ties, shoes and belts. Polished formal and businesswear. ",,,fall,work,business-attire,,,semi-formal,,,,,,,
Mens,winter,casual-event,Suits & Sport Coats,Jackets & Coats,Shirts,Shoes,"Ties, Cummerbunds & Pocket Squares",31KAeU3MARL,31Y0bby5PIL,51-pWMQzqyL,41dg28YXUgL,31t1lA1ZtpL,2019-11-20,"Stylish mens pants, shirts, jackets and shoes. Great selection of smart casual options.",,,fall,business-attire,semi-formal,,,formal,,,,,,,
Mens,winter,nightout,Pants,Jackets & Coats,Shirts,Belts,Shoes,31ZApz9L3cL,41MnAP15MBL,51MHYvke7VL,31WkqhGDowL,41OkNfoTlIL,2019-11-20,"Sophisticated mens pants, suits, shirts, shoes and belts. Elegant formal and business attire.",,,fall,casual-event,work,,,business-attire,,,semi-formal,,,,
Mens,spring,nightout,Pants,Jackets & Coats,Shirts,Shoes,,31rO3faQzdL,41TXH8l0zjL,51IqjrhsIrL,414UxMerPJL,,2019-11-20,"Fun mens shirts, swimwear, shoes, watches and sunglasses. Ideal for beach and pool.",,,fall,work,work-casual,,,casual,,,,,,,
Mens,summer,casual-event,Swim,Shirts,Shoes,Watches,Sunglasses,41etZ-l4ZrL,41M5WHsuKZL,31WeqJp4kCL,418pehOv1VL,31Gb2IzLI-L,2019-11-20,"Athletic mens pants, shirts, shoes, watches and sunglasses. Perfect activewear outfit.",,,spring,swimwear,resort,,,casual,,,,,,,
Mens,summer,nightout,Pants,Jackets & Coats,Shirts,Shoes,Sunglasses,41GgWE1zykL,51RE11ECVYL,41M5WHsuKZL,21u-SbUm3HL,31MlwnLjygL,2019-11-20,"Refined mens shirts, suits, pants, ties, shoes, belts and watches. Ultimate formalwear collection.",,,spring,work-casual,resort,,,casual,,,,,,,
Mens,spring,work-casual,Shorts,Shirts,Shoes,Sunglasses,,41b3teszmKL,41M5WHsuKZL,41hISvUzmdL,31KNHJa-9RL,,2019-11-20,"Beach ready mens shirts, swimwear, sunglasses, shoes, hats, watches and wallets.",,,summer,resort,casual,,,,,,,,,,
Mens,winter,nightout,Pants,Shirts,"Ties, Cummerbunds & Pocket Squares",Suits & Sport Coats,Belts,41h7LzoaZ1L,51YrodiMESL,41vK1tR4r-L,41hjottJJKL,41hCk0DFJYL,2019-11-20,"Summery mens shirts, shorts, shoes, sunglasses, belts, watches and wallets. Hot weather outfit.",Shoes,311k3MOlTwL,spring,casual-event,work,fall,,work-casual,,,business-attire,semi-formal,,,
Mens,fall,casual-event,Jeans,Shirts,Shoes,Watches,Wallets,41NKbLYUuCL,41VEroNti8L,318kTFuQs9L,41xjPw47fnL,41cclrRLjoL,2019-11-21,"Stylish mens shirts, pants, suits, shoes, sunglasses and watches. Sophisticated ensemble.",,,,work-casual,work,,,nightout,,,,,,,
Mens,summer,nightout,Shirts,Pants,"Ties, Cummerbunds & Pocket Squares",Belts,Shoes,51ES0H7nWcL,31b0W54RW8L,51Z4cITpqKL,31OibGF8mdL,31ApMg98vJL,2019-11-21,"Vacation ready mens shirts, swimwear, shoes, hats, sunglasses and wallets.  ",,,spring,casual-event,work,,,work-casual,,,resort,semi-formal,,,
Mens,winter,nightout,Shirts,Pants,Jackets & Coats,"Ties, Cummerbunds & Pocket Squares",Watches,51XzN-KokUL,31t6scMOrKL,41I6W+fbB6L,41ugK74UjgL,31g4mb6q0AL,2019-11-21,"Elegant mens shirts, suits, ties, watches, shoes, sunglasses and wallets. Refined formalwear.",,,fall,casual-event,business-attire,,,semi-formal,,,,,,,
Mens,winter,nightout,Shirts,Jeans,Shoes,Jackets & Coats,Watches,51XzN-KokUL,31tGCb+Jb1L,51FsIT8J5XL,41C4oFy6N-L,419gVcwYnnL,2019-11-21,"Beach mens shirts, swimwear, shoes, watches, wallets and sunglasses. Vacation essentials.",,,fall,casual-event,semi-formal,,,casual,,,,,,,
Mens,spring,casual-event,Shirts,Pants,Shoes,Suits & Sport Coats,,51aj9YgbpcL,31xl6C-fo2L,41QdKefsSlL,41KqwSrM5qL,,2019-11-21,"Classic mens shirts, pants, shoes, belts, watches and sunglasses. Timeless casual style.  ",,,summer,resort,work,,,,,,,,,,
Mens,winter,nightout,Suits & Sport Coats,Shirts,Pants,"Ties, Cummerbunds & Pocket Squares",Shoes,41TH7gBw6FL,413iOjSMWpL,31wiH64lBYL,41-bsGNBHbL,31LvQ58PVcL,2019-11-22,"Cool mens shirts, jeans, shoes, belts, watches and sunglasses. Effortless weekend wear.",,,fall,business-attire,semi-formal,,,formal,,,,,,,
Mens,winter,casual-event,Jeans,Shirts,Suits & Sport Coats,Shoes,"Ties, Cummerbunds & Pocket Squares",31R38zjloCL,51H676RckuL,4116FgYsawL,41WRrNoof0L,31L6OBI8tNL,2019-11-22,"Handsome mens pants, shirts, shoes, watches, sunglasses and wallets. Ideal casual outfit.",,,fall,semi-formal,nightout,,,,,,,,,,
Mens,winter,nightout,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Shoes,Belts,41YWLjVPKZL,516yRHsnpWL,31bEX5QnlyL,31i0-K4cZ6L,319k0nLFQkL,2019-11-25,"Dapper mens pants, shirts, suits, watches, sunglasses and shoes. Sharp business casual look.",,,,formal,,,,,,,,,,,
Mens,spring,work-casual,Pants,Shirts,Jackets & Coats,Shoes,,41bmC8OPNYL,41-LQ3SaeCL,41hukp9tyYL,41ZE9ZjMmmL,,2019-11-25,"Complete your wardrobe with stylish shirts, shoes, shorts, watches, sunglasses, and wallets for men.",,,fall,swimwear,casual,,,,,,,,,,
Mens,fall,casual-event,Pants,Suits & Sport Coats,Shirts,Shoes,Belts,41dnId6mxhL,418vS9zLhYL,31jLpmcm1mL,41TopLuReJL,31OibGF8mdL,2019-11-26,"Stay fashionable with men's shirts, shorts, shoes, belts, watches, and sunglasses for a polished look.",,,winter,semi-formal,business-attire,,,,,,,,,,
Mens,spring,activewear,Shirts,Swim,Shoes,Watches,Sunglasses,41SQo5HEo9L,51EZP8vEADL,31Tf6ltchpL,51o0fJQp2nL,31WS0N3OTcL,2020-01-20,"Men's essentials including shirts, suits, shorts, belts, shoes, watches, and wallets for a refined style. ",,,summer,casual,resort,,,,,,,,,,
Mens,spring,resort,Active Pants,Shirts,Shoes,Watches,Sunglasses,31oeqK2w6sL,41SQo5HEo9L,41G3G73h80L,41PW23gBR+L,21ivGJiw93L,2020-03-04,"Mens accessories - bracelets, watches, pants, shirts, shoes and sunglasses for an effortless look.",,,summer,activewear,,,,,,,,,,,
Mens,fall,formal,Shirts,Suits & Sport Coats,Pants,"Ties, Cummerbunds & Pocket Squares",Shoes,21T2v6U7WkL,41sBsbWqUSL,31ccWlC-LcL,51fegx266nL,317nVTeX2PL,2020-03-04,"Men's shoes, suits, shirts, shorts, belts, watches and sunglasses for a classic, dapper style.",Belts,316LOCFuDrL,,swimwear,,,,,Watches,51JBlPfzbcL,,,,,
Mens,summer,swimwear,Shirts,Swim,Sunglasses,Shoes,Watches,41pG14TcJEL,318RPrHDP5L,31A-o6ekMkL,41RNGK4VeBL,41ueAjTDDpL,2020-03-05,"Men's wallets, pants, shirts, watches, sunglasses, suits, and shoes for a polished, professional look.",Hats & Caps,51dsVNQcXJL,spring,activewear,resort,,,casual,Wallets,41ostHY3ZzL,,,,,
Mens,summer,nightout,Shirts,Shorts,Shoes,Sunglasses,Belts,51kFXSsK1pL,41WsqzBG0pL,41V6GiUpJPL,31a8tlT1DPL,41XIdlBYrBL,2020-03-05,"Men's suits, hoodies, jeans, shoes, watches and sunglasses for a trendy, casual style. ",Watches,41OmD5VYB8L,spring,casual-event,resort,,,casual,Wallets,41EeTwviZvL,,,,,
Mens,summer,casual-event,Shirts,Pants,Suits & Sport Coats,Shoes,Sunglasses,51X3Tm9GZUL,31cvk+Mm8EL,41Wi4UC7OOL,31VHN7wO9+L,31P8Kx72c-L,2020-03-06,"Men's essential suits, shirts, jeans, shoes, belts, and watches for a refined, yet relaxed style.",Watches,51VKFrEieyL,spring,work-casual,resort,,,semi-formal,,,casual,,,,
Mens,summer,swimwear,Shirts,Swim,Shoes,Hats & Caps,Sunglasses,313rsBF+9wL,41fLMHwl7SL,21KGJLwYLNL,31g0kxT4iSL,21DEPvCQ--L,2020-03-06,"Must-have men's shirts, pants, shoes, belts, watches and wallets for everyday wear.",Wallets,31e3+3hoZ-L,winter,resort,casual,spring,fall,,,,,,,,
Mens,spring,formal,Shirts,Suits & Sport Coats,"Ties, Cummerbunds & Pocket Squares",Watches,Shoes,313rsBF+9wL,31vuYOVexgL,41hUY88a0bL,41NUP474xPL,41skw2nOQuL,2020-03-08,"Men's shirts, swimwear, shoes, sunglasses and watches for leisure and beachwear.",Sunglasses,31jxmJxFluL,summer,resort,,,,,Wallets,51M2vNI1tKL,,,,,
Mens,spring,casual,Shirts,Swim,Shoes,Watches,Wallets,41DcArVihTL,41c0vf68j5L,31ujvIIJ7uL,41W0dfAuaiL,51fWmyKvc7L,2020-03-10,"Men's pants, shirts, shoes, sunglasses, wallets and watches for work or weekend wear.",Sunglasses,31lJbwoMHTL,summer,swimwear,activewear,,,,,,,,,,
Mens,summer,nightout,Shirts,Pants,Shoes,Belts,Watches,51juSD4VyEL,41moHEJh9XL,31RE2extynL,31u4EWUmg4L,512aHE3Y0+L,2020-03-16,"Activewear essentials - hoodies, shorts, shoes, hats, caps and watches for men's workouts.",Sunglasses,31iJ3BdxfLL,spring,casual-event,semi-formal,fall,,,,,,,,,
Mens,summer,nightout,Shirts,Jeans,Shoes,Belts,Watches,51juSD4VyEL,31IVZmWOFwL,31qvZlG6b2L,41mvd1wW+HL,41S7Xt8PExL,2020-03-16,"Sharpen your style with men's suits, shirts, shoes, belts, wallets, watches and sunglasses. ",Sunglasses,31-egR4e6HL,spring,casual-event,work-casual,,,semi-formal,,,,,,,
Mens,summer,resort,Pants,Shirts,Shoes,Watches,Sunglasses,41TZkmryirL,31SpcbfHMvL,41EKGarCXnL,51JBlPfzbcL,31F45x02MdL,2020-03-19,"Flatter your figure with chic women's dresses, shoes, handbags and earrings.",Wallets,51kiwjZQQUL,,work,,,,,,,,,,,
Mens,spring,resort,Pants,Shirts,Suits & Sport Coats,Watches,Sunglasses,3161p3qYefL,51NvRCxAxbL,411t3q7UsaL,41CSu35QMUL,31yVI0jzfaL,2020-03-19,"Stay warm and look chic with women's shoes, coats, jackets, vests and handbags.",Shoes,31VHN7wO9+L,summer,business-attire,,,,,,,,,,,
Mens,summer,resort,Shirts,Shoes,Shorts,Watches,Sunglasses,3161p3qYefL,31MvesQ-5GL,31JDYEi-Z9L,41pSHyHil1L,31Ms0RuuGyL,2020-03-23,"Comfy leggings, stylish tops, coats, shoes and handbags for the modern woman. ",Wallets,61hR5r9DU+L,,casual,nightout,,,,,,,,,,
Mens,spring,casual-event,Shirts,Shorts,Shoes,Belts,Watches,3161p3qYefL,41I5-7itXhL,31hukp-iThL,41NYuktQOFL,51ZUrmkrBXL,2020-03-23,"Cozy scarves, leggings, tops, tees and shoes for casual chic style.",Sunglasses,31HLJUUN0NL,summer,activewear,,,,,,,,,,,
Mens,summer,work-casual,Shirts,Suits & Sport Coats,Shorts,Belts,Shoes,51AlbtoLfbL,41QB6r2koML,315AowrmB9L,31Wz456PGCL,31kQdC+Jm0L,2020-03-23,Flattering skirts and stylish handbags for work or weekend wear.,Watches,51G6I5JkSLL,,business-attire,nightout,,,,Wallets,41TaNlpOjUL,,,,,
Mens,spring,casual-event,Bracelets,Watches,Pants,Shirts,Shoes,41UTSOdrsPL,41RG8tsN32L,41RSDvBnHWL,31gBmcCkYZL,21w+y7T5RdL,2020-03-23,Feminine dresses and bracelets for a perfectly polished look.,Sunglasses,31W7T4y18+L,summer,work-casual,resort,,,,,,,,,,
Mens,spring,work-casual,Shoes,Suits & Sport Coats,Shirts,Shorts,Belts,41EOnmj8BEL,41hjottJJKL,21Js0HVTozL,31RycVP4jXL,31WXj8neKzL,2020-03-23,"Flatter your shape in chic jumpsuits, rompers, overalls and handbags.",Watches,41SrAduWnpL,summer,business-attire,,,,,Sunglasses,31z4scAZxSL,,,,,
Mens,summer,nightout,Wallets,Pants,Shirts,Watches,Sunglasses,51+GfuZgVOL,31tRrw4lQpL,21h22SRPUOL,418jkGs93WL,31yArdT98TL,2020-03-23,"Build a professional wardrobe with pants, tops, blazers, shoes and handbags.",Suits & Sport Coats,41jgxcqmf+L,spring,casual-event,resort,,,semi-formal,Shoes,41E+0HevrJL,,,,,
Mens,fall,casual-event,Suits & Sport Coats,Fashion Hoodies & Sweatshirts,Jeans,Shoes,Watches,41YyHU5XgfL,41n0-83+SYL,412Tmpz7XuL,41HPYOdkGhL,51TD70U3vQL,2020-03-23,"Flattering jumpsuits, rompers and overalls paired with handbags and shoes. ",Sunglasses,31xsqmHR6rL,winter,business-attire,,,,,,,,,,,
Mens,fall,business-attire,Suits & Sport Coats,Shirts,Jeans,Shoes,Belts,41NHkdMJrjL,51ogCziv3EL,31J3kq3YbKL,41kKWkBTcWL,31-WVUpnj+L,2020-03-24,Comfortable leggings and stylish tops and tees for casual wear.,Watches,41FUsgbeCyL,,nightout,,,,,,,,,,,
Mens,spring,casual-event,Shirts,Pants,Shoes,Belts,Watches,41DB-78GU8L,31j6l2eciJL,31BaOCg501L,21a9OchPkgL,31+oyyQE9iL,2020-03-27,"Flatter your figure in chic jumpsuits, rompers, overalls and earrings.",Wallets,5179UVJb+sL,summer,semi-formal,resort,,,,,,,,,,
Mens,summer,swimwear,Shirts,Shirts,Swim,Shoes,Sunglasses,51+upwKT98L,41ytlR3Ho7L,41s7Kks7SEL,314Zip18AiL,31sqOoH9hhL,2020-03-29,"Stay cozy and look stylish in leggings, tops, tees, shoes, coats and vests.",Watches,41ueAjTDDpL,,activewear,,,,,,,,,,,
Mens,spring,work-casual,Pants,Shirts,Shoes,Sunglasses,Wallets,31wod7+SqsL,41S7LGMTYyL,21c5-Q5VfQL,319j3Zvi-PL,31CsRg0xr8L,2020-03-31,"Discover our selection of women's skirts, tops, shoes and earrings for a stylish outfit. ",Watches,410z+9o1bhL,summer,resort,nightout,,,,,,,,,,
Mens,spring,work,Active Hoodies,Active Shorts,Shoes,Hats & Caps,Watches,41belZp-XqL,31Rbk7aLHWL,41nopvibsoL,41jDADg3eDL,41qnkIYQ6TL,2020-05-01,"Stay warm and look chic with our collection of women's tops, coats, jackets and vests. ",,,,activewear,,,,,,,,,,,
Mens,spring,work,Suits & Sport Coats,Shirts,Shoes,Belts,Wallets,31u1sPrX14L,51mV3-Ac8kL,419ieuLv73L,213hpl1G+1L,31ME5YUHCcL,2020-05-13,"From coats and tops to pants and handbags, find everything to create a put together look.",Watches,41mFRTXgg9L,summer,resort,semi-formal,,,,Sunglasses,31yD9Sad5hL,,,,,
Womens,spring,casual,Dresses,Shoes,Handbags,Earrings,,31JsjJL4V7L,71yH17VX2VL,A1MnTHppJuL,61QTLcB6D4L,,2019-04-02,"Make a statement with our womens jumpsuits, rompers, handbags and cover ups. ",,,fall,nightout,,,,,,,,,,,
Womens,fall,nightout,Shoes,"Coats, Jackets & Vests",Handbags,,,711oqP1LHaL,41jclAZNBeL,91-Iksoc3PL,,,2019-04-02,"Beautiful dresses, shoes, handbags and jewelry for a flawless fashion look.",,,winter,casual,,,,,,,,,,,
Womens,spring,sportswear,Leggings,"Tops, Tees & Blouses","Coats, Jackets & Vests",Shoes,Handbags,81kL0T-sZIL,31JsjJL4V7L,81tUyQOJFGL,71uE4QYB3yL,918RxPXNmVL,2019-04-03,"Coats, pants, shoes and tops - we have the pieces to build a versatile wardrobe.",,,summer,,,fall,,,,,,,,,
Womens,fall,work,Scarves & Wraps,Leggings,"Tops, Tees & Blouses",Shoes,,81p-qDIqFpL,718ZlmnJhGL,31JsjJL4V7L,81A5CfTx6DL,,2019-04-03,"Fashionable tops, handbags and blazers for work and everyday wear.",,,,casual,,,,,,,,,,,
Womens,fall,work,Skirts,Handbags,,,,81QNkQUl4GL,71KZeAkvtjL,,,,2019-04-03,"Skirts, tops, shoes and earrings to instantly elevate your style. ",,,,nightout,,,,,,,,,,,
Womens,summer,casual,Dresses,Bracelets,,,,81FG08TpskL,91giPfwHTFL,,,,2019-04-03,"Tops, skirts, shoes and earrings to effortlessly pull your look together. ",,,,swimwear,,,,,,,,,,,
Womens,winter,casual,"Jumpsuits, Rompers & Overalls",Handbags,,,,51r+zLBB-xL,91UXbfm1oYL,,,,2019-04-03,"Blazers, tops and shoes for a professional yet chic work outfit.",,,fall,formal,,,,,,,,,,,
Womens,fall,formal,Pants,"Tops, Tees & Blouses",Suiting & Blazers,Shoes,Handbags,71GnKj+p4aL,7175DXdHkIL,71KbbkfV47L,51r+zLBB-xL,91AcWoLXt2L,2019-04-03,"Rompers and earrings for easy, fashion-forward outfitting.",,,,work,,,,,,,,,,,
Womens,spring,formal,"Jumpsuits, Rompers & Overalls",Handbags,Shoes,,,7175DXdHkIL,81DwXFRyH3L,81dbS9LVgVL,,,2019-04-03,"Dresses, shoes and earrings for special occasions and parties.",,,summer,nightout,,,,,,,,,,,
Womens,spring,,Leggings,"Tops, Tees & Blouses",,,,812BRpYBIuL,61WWyQg9RlL,,,,2019-04-03,"Coats, tops and shoes for a casually chic everyday look.",,,summer,,,fall,,,,,,,,,
Womens,spring,nightout,"Jumpsuits, Rompers & Overalls",Earrings,,,,81ySY52WhcL,71Zr54H-AVL,,,,2019-04-04,"Jeans, tops, shoes and earrings for weekend wear.",,,,formal,,,,,,,,,,,
Womens,spring,casual,Leggings,"Tops, Tees & Blouses",Shoes,"Coats, Jackets & Vests",,61ox0VbCg6L,31JsjJL4V7L,714efBWQyBL,81lGkSmHQxL,,2019-04-04,"Pants, tops and shoes for work and play.",,,summer,sportswear,,fall,,,,,,,,,
Womens,winter,work,Skirts,"Tops, Tees & Blouses",Shoes,Earrings,,61uLtxDPU7L,61+y1OyDPcL,61UURrmwSvL,81lV59jVLVL,,2019-04-04,"Rompers, tops and handbags for on-the-go style. ",,,,casual,nightout,,,,,,,,,,
Womens,fall,sportswear,"Tops, Tees & Blouses","Coats, Jackets & Vests",,,,81iDlTlPelL,814pjcpg01L,,,,2019-04-04,Sweaters and handbags to complete your look.,,,winter,casual,,,,,,,,,,,
Womens,fall,work,"Coats, Jackets & Vests","Tops, Tees & Blouses",Pants,Handbags,,61rbsNTarjL,31JsjJL4V7L,71xMCJ-DWHL,91tH1PPMAwL,,2019-04-04,"Dresses, shoes, handbags and earrings for head-to-toe style.",,,winter,nightout,casual,,,,,,,,,,
Womens,spring,swimwear,"Jumpsuits, Rompers & Overalls",Handbags,Swimsuits & Cover Ups,,,51+HJSMXe0L,81VmgOp0kXL,81jncLlUSmL,,,2019-04-04,"Jumpsuits, shoes, sunglasses and necklaces for standout fashion.",,,summer,casual,,,,,,,,,,,
